,section,task_section,task,trial_id,cue_dir,valid_cue,key_resp.keys,key_resp.rt,correct_response,median_left_eye_x,mean_left_eye_x,participant_number,session_number,session_type,no_bad_eye_indicies,median_aai,mean_aai,eyes_open_baseline,eyes_closed_baseline,posner_baseline,posner_threshold,percentage_bad_eye
46,cue_centre,pos,posner0,42.0,centre,True,['left'],[0.32141750026494265],True,628.0,629.531,sub-07,ses-01,an-at,0.0,0.07084039827493588,0.03507664198896129,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
47,cue_left,pos,posner0,43.0,left,True,['left'],[0.32322779996320605],True,635.0,634.3708,sub-07,ses-01,an-at,0.0,0.08122928714117345,0.05029250761190875,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
48,cue_left,pos,posner0,44.0,left,True,['left'],[0.3093575998209417],True,652.0,653.015,sub-07,ses-01,an-at,0.0,-0.043602426974331344,-0.08495879349383208,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
49,cue_left,pos,posner0,45.0,left,True,['left'],[0.5112389996647835],True,640.0,638.5886,sub-07,ses-01,an-at,0.0,0.05595337937395331,0.009216727738472468,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
50,cue_left,pos,posner0,46.0,left,False,['right'],[0.29727840004488826],True,638.0,635.638,sub-07,ses-01,an-at,0.0,-0.10459410612310233,-0.0915651625786367,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
51,cue_right,pos,posner0,47.0,right,True,['right'],[0.3571806000545621],True,650.0,649.0696,sub-07,ses-01,an-at,0.0,-0.011490057203904877,0.04925401704079965,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
52,cue_right,pos,posner0,48.0,right,False,['left'],[0.3450084999203682],True,638.25,638.7938,sub-07,ses-01,an-at,0.0,-0.05569810514631936,-0.05597715876468386,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
53,cue_right,pos,posner0,49.0,right,False,['left'],[0.32287720032036304],True,655.0,653.7288,sub-07,ses-01,an-at,0.0,-0.04909274750776217,-0.05274948466696668,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
54,cue_centre,pos,posner0,50.0,centre,False,['left'],[0.3330118996091187],True,637.0,637.7654,sub-07,ses-01,an-at,0.0,0.00422632358208626,-0.004090410715675037,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
55,cue_right,pos,posner0,51.0,right,True,['right'],[0.32693490013480186],True,639.5,639.1858,sub-07,ses-01,an-at,0.0,-0.03709906404354699,-0.043819829227980736,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
56,cue_right,pos,posner0,52.0,right,True,['right'],[0.3810310997068882],True,644.0,644.989,sub-07,ses-01,an-at,0.0,-0.01947137007309916,-0.044547600904663545,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
57,cue_centre,pos,posner0,53.0,centre,True,['right'],[0.4650190002284944],True,646.5,647.6396,sub-07,ses-01,an-at,0.0,-0.03951666015172274,-0.07331005135451327,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
58,cue_centre,pos,posner0,54.0,centre,True,['right'],[0.3088622000068426],True,642.0,642.107,sub-07,ses-01,an-at,0.0,-0.07619122820702684,-0.050768846949330704,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
59,cue_centre,pos,posner0,55.0,centre,False,['left'],[0.44688780000433326],True,629.0,629.2018,sub-07,ses-01,an-at,0.0,0.09402217517219018,0.07940129616971367,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
60,cue_left,pos,posner0,56.0,left,False,['right'],[0.3746209000237286],True,633.0,635.9536,sub-07,ses-01,an-at,0.0,-0.012302629112004065,0.020792383284188587,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
61,cue_centre,pos,posner0,57.0,centre,True,['left'],[0.43058039993047714],True,657.5,660.3462,sub-07,ses-01,an-at,0.0,-0.071731371111161,-0.07798941620481417,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
62,cue_right,pos,posner0,58.0,right,True,['right'],[0.2345282998867333],True,652.0,653.2252,sub-07,ses-01,an-at,0.0,-0.1950876589976884,-0.1575088940038795,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
63,cue_centre,pos,posner0,59.0,centre,True,['left'],[0.3664561999030411],True,640.0,639.5114,sub-07,ses-01,an-at,0.0,-0.1685994940315237,-0.14824102937939465,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
64,cue_right,pos,posner0,60.0,right,True,['right'],[0.24662690004333854],True,642.0,641.4054,sub-07,ses-01,an-at,0.0,-0.1284014815819387,-0.1124250644523107,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
65,cue_left,pos,posner0,61.0,left,True,['left'],[0.3465165002271533],True,625.0,625.2724,sub-07,ses-01,an-at,0.0,-0.07922326074650853,-0.04561212645711138,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
66,cue_right,pos,posner0,62.0,right,False,['left'],[0.45641899993643165],True,642.0,640.576,sub-07,ses-01,an-at,0.0,-0.05629927539762162,-0.03131010075701196,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
67,cue_right,pos,posner0,63.0,right,True,['right'],[0.2522817002609372],True,656.0,656.0508,sub-07,ses-01,an-at,0.0,-0.046386678276608834,-0.013190161133179073,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
68,cue_right,pos,posner0,64.0,right,True,['right'],[0.3083903999067843],True,652.0,652.2212,sub-07,ses-01,an-at,0.0,-0.06363321683836476,-0.07043444125670009,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
69,cue_right,pos,posner0,65.0,right,True,['right'],[0.34447719994932413],True,634.0,634.6432,sub-07,ses-01,an-at,0.0,-0.08056530016794798,-0.031406506016729986,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
70,cue_left,pos,posner0,66.0,left,False,['right'],[0.4083548001945019],True,648.0,648.3728,sub-07,ses-01,an-at,0.0,0.09740855186640943,0.09576174117187874,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
71,cue_left,pos,posner0,67.0,left,False,['right'],[0.4143374999985099],True,638.0,638.9554,sub-07,ses-01,an-at,0.0,0.01096116183643677,0.012533879523080372,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
72,cue_centre,pos,posner0,68.0,centre,True,['left'],[0.38236539997160435],True,654.0,653.9908,sub-07,ses-01,an-at,0.0,-0.05009384705975235,-0.055708318294045864,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
73,cue_right,pos,posner0,69.0,right,True,['right'],[0.2601784002035856],True,647.0,653.4402,sub-07,ses-01,an-at,0.0,-0.15766104041937068,-0.14272309118374957,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
74,cue_left,pos,posner0,70.0,left,False,['right'],[0.41801719972863793],True,645.0,645.1626,sub-07,ses-01,an-at,0.0,-0.1396813075017283,-0.12484560336197764,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
75,cue_centre,pos,posner0,71.0,centre,True,['left'],[0.4579649996012449],True,639.5,640.0520148026316,sub-07,ses-01,an-at,68.0,-0.05694892486172531,-0.04749746488786465,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0272
76,cue_centre,pos,posner0,72.0,centre,True,['left'],[0.43604669999331236],True,639.0,640.1332,sub-07,ses-01,an-at,0.0,0.07276302474580576,0.03917458595834218,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
77,cue_left,pos,posner0,73.0,left,False,['right'],[0.3123229998163879],True,631.0,630.9604,sub-07,ses-01,an-at,0.0,-0.04442405754755814,-0.030906873899696236,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
78,cue_left,pos,posner0,74.0,left,True,['left'],[0.31992580043151975],True,640.5,640.3126,sub-07,ses-01,an-at,0.0,0.06866841651226407,0.05204585944412411,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
79,cue_right,pos,posner0,75.0,right,True,['right'],[0.26795409992337227],True,619.0,619.5848,sub-07,ses-01,an-at,0.0,-0.11270796287028276,-0.08948951333273954,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
80,cue_left,pos,posner0,76.0,left,True,['left'],[0.2736688000150025],True,611.0,612.5892,sub-07,ses-01,an-at,0.0,0.027207143579400832,0.046654728790429444,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
81,cue_centre,pos,posner0,77.0,centre,False,['left'],[0.46383680030703545],True,629.0,627.8684,sub-07,ses-01,an-at,0.0,0.012230206723125341,0.025909071749318696,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
82,cue_right,pos,posner0,78.0,right,False,['left'],[0.35575880017131567],True,635.0,634.0014,sub-07,ses-01,an-at,0.0,-0.11176601363718329,-0.1479262571999969,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
83,cue_right,pos,posner0,79.0,right,False,['left'],[0.34146100003272295],True,635.0,633.6256,sub-07,ses-01,an-at,0.0,-0.05854667625921067,-0.08067306692503169,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
84,cue_centre,pos,posner0,80.0,centre,True,['left'],[0.31946610007435083],True,651.5,650.1752,sub-07,ses-01,an-at,0.0,-0.07308424978266058,-0.06548400672469745,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
85,cue_centre,pos,posner0,81.0,centre,False,['right'],[0.28954359982162714],True,631.0,634.4302,sub-07,ses-01,an-at,0.0,-0.07368397983638279,-0.10870018572423423,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
86,cue_right,pos,posner0,82.0,right,False,['left'],[0.34751110011711717],True,633.5,633.9406,sub-07,ses-01,an-at,0.0,0.04544149975325677,-0.0008977884739994977,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
87,cue_right,pos,posner0,83.0,right,True,['right'],[0.2993696997873485],True,650.0,649.4464,sub-07,ses-01,an-at,0.0,-0.05180802174896405,-0.061865138788530546,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
88,cue_right,pos,posner0,84.0,right,True,['right'],[0.3573684999719262],True,646.0,644.2838235294117,sub-07,ses-01,an-at,120.0,-0.07331651105000266,-0.09345570069447923,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.048
89,cue_left,pos,posner0,85.0,left,False,['right'],[0.3654332999140024],True,616.0,617.9218,sub-07,ses-01,an-at,0.0,0.0569226503716259,0.026772544602056657,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
90,cue_left,pos,posner0,86.0,left,True,['left'],[0.49323360016569495],True,643.0,642.7648,sub-07,ses-01,an-at,0.0,0.07611728257274669,0.06565192424871778,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
91,cue_right,pos,posner0,87.0,right,True,['right'],[0.35130809992551804],True,636.0,638.8866,sub-07,ses-01,an-at,0.0,-0.04652083043027999,-0.05861961998982467,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
92,cue_right,pos,posner0,88.0,right,True,['right'],[0.3772206003777683],True,649.0,650.0858,sub-07,ses-01,an-at,0.0,-0.028619640540205202,-0.04154063620331038,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
93,cue_centre,pos,posner0,89.0,centre,True,['left'],[0.4889831002801657],True,634.0,632.8646,sub-07,ses-01,an-at,0.0,0.030407007449895985,0.059480328449406386,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
94,cue_centre,pos,posner0,90.0,centre,True,['left'],[0.3790328996255994],True,632.0,631.7395309882747,sub-07,ses-01,an-at,112.0,0.008004017899546719,-0.011913646552335715,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0448
95,cue_left,pos,posner0,91.0,left,False,['right'],[0.40294439997524023],True,626.0,625.5092,sub-07,ses-01,an-at,0.0,-0.13874297382003647,-0.07377579525072396,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
96,cue_centre,pos,posner0,92.0,centre,True,['right'],[0.3729743002913892],True,629.0,626.6552,sub-07,ses-01,an-at,0.0,-0.19334100150515546,-0.18253307724339304,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
97,cue_centre,pos,posner0,93.0,centre,True,['left'],[0.2871290002949536],True,644.0,644.0824,sub-07,ses-01,an-at,0.0,0.11235906125477323,0.06579757739692244,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
98,cue_centre,pos,posner0,94.0,centre,False,['left'],[0.3430503001436591],True,636.0,637.9332,sub-07,ses-01,an-at,0.0,-0.028607319598637354,0.0030037721372972157,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
99,cue_centre,pos,posner0,95.0,centre,False,['left'],[0.3308263001963496],True,642.0,643.2684,sub-07,ses-01,an-at,0.0,-0.16253355456220384,-0.1454208730940982,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
100,cue_centre,pos,posner0,96.0,centre,True,['right'],[0.30097119975835085],True,625.0,625.9026,sub-07,ses-01,an-at,0.0,-0.1332520144977511,-0.15160377835368147,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
101,cue_right,pos,posner0,97.0,right,False,['left'],[0.4009883999824524],True,633.0,635.8254,sub-07,ses-01,an-at,0.0,-0.03234965703908129,-0.03553039689679453,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
102,cue_right,pos,posner0,98.0,right,True,['right'],[0.3686643000692129],True,637.0,637.5534,sub-07,ses-01,an-at,0.0,-0.0437510615162143,-0.06846263770704691,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
103,cue_right,pos,posner0,99.0,right,False,['left'],[0.2986890999600291],True,643.0,642.0366,sub-07,ses-01,an-at,0.0,-0.06651706713280643,-0.1039284357336388,-0.0063923185581985665,-0.04231556863073211,-0.03636425472487932,0.04759365137267778,0.0
104,cue_right,pos,posner1,0.0,right,True,['right'],[0.3248174996115267],True,642.0,642.1768,sub-07,ses-01,an-at,0.0,0.09149638543398078,0.06129559629169378,-0.0063923185581985665,-0.04231556863073211,-0.032594251048689,0.05087205308436407,0.0
105,cue_left,pos,posner1,1.0,left,True,['left'],[0.3189280000515282],True,628.0,628.202,sub-07,ses-01,an-at,0.0,-0.16082793983276664,-0.14140795309570497,-0.0063923185581985665,-0.04231556863073211,-0.032594251048689,0.05087205308436407,0.0
106,cue_right,pos,posner1,2.0,right,True,['right'],[0.2667450001463294],True,648.0,646.7778,sub-07,ses-01,an-at,0.0,-0.08191606358747239,-0.048344027331265645,-0.0063923185581985665,-0.04231556863073211,-0.032594251048689,0.05087205308436407,0.0
107,cue_centre,pos,posner1,3.0,centre,True,['left'],[0.3048262996599078],True,630.0,629.9822,sub-07,ses-01,an-at,0.0,-0.24412869285977964,-0.21751216356262057,-0.0063923185581985665,-0.04231556863073211,-0.032594251048689,0.05087205308436407,0.0
108,cue_left,pos,posner1,4.0,left,False,['right'],[0.3207419002428651],True,656.5,656.0206,sub-07,ses-01,an-at,0.0,-0.04966224359697868,-0.04385424893250746,-0.0063923185581985665,-0.04231556863073211,-0.032594251048689,0.05087205308436407,0.0
109,cue_right,pos,posner1,5.0,right,True,['right'],[0.23069959972053766],True,649.0,646.8484,sub-07,ses-01,an-at,0.0,-0.052290323600323936,-0.07566949914248307,-0.0063923185581985665,-0.04231556863073211,-0.032594251048689,0.05087205308436407,0.0
110,cue_right,pos,posner1,6.0,right,True,['right'],[0.36276299972087145],True,643.0,652.5691691269507,sub-07,ses-01,an-at,129.0,0.0882778946892571,0.09337647265511383,-0.0063923185581985665,-0.04231556863073211,-0.032594251048689,0.05087205308436407,0.0516
111,cue_left,pos,posner1,7.0,left,True,['left'],[0.3207957004196942],True,644.0,647.392,sub-07,ses-01,an-at,0.0,-0.22565704749229332,-0.185210141080942,-0.0063923185581985665,-0.04231556863073211,-0.032594251048689,0.05087205308436407,0.0
112,cue_right,pos,posner1,8.0,right,True,['right'],[0.2606239002197981],True,664.0,664.3829256115827,sub-07,ses-01,an-at,497.0,-0.0009595720374612477,0.023591478471023702,-0.0063923185581985665,-0.04231556863073211,-0.032594251048689,0.05087205308436407,0.1988
113,cue_right,pos,posner1,9.0,right,True,['right'],[0.2985408999957144],True,662.0,661.012891809909,sub-07,ses-01,an-at,521.0,-0.014724459862291787,-0.0633637090889437,-0.0063923185581985665,-0.04231556863073211,-0.032594251048689,0.05087205308436407,0.2084
114,cue_centre,pos,posner1,10.0,centre,True,['right'],[0.3725672997534275],True,639.0,639.6528,sub-07,ses-01,an-at,0.0,-0.05916872852598819,-0.051124905263182994,-0.0063923185581985665,-0.04231556863073211,-0.032594251048689,0.05087205308436407,0.0
115,cue_right,pos,posner1,11.0,right,False,['left'],[0.3045132998377085],True,637.0,639.4728,sub-07,ses-01,an-at,0.0,0.03349933320737075,0.0339482134713665,-0.0063923185581985665,-0.04231556863073211,-0.032594251048689,0.05087205308436407,0.0
116,cue_centre,pos,posner1,12.0,centre,True,['left'],[0.4065908002667129],True,654.0,653.1965111391341,sub-07,ses-01,an-at,121.0,-0.10993002340416382,-0.10027574508013454,-0.0063923185581985665,-0.04231556863073211,-0.032594251048689,0.05087205308436407,0.0484
117,cue_centre,pos,posner1,13.0,centre,False,['right'],[0.28054700000211596],True,643.0,643.6814,sub-07,ses-01,an-at,0.0,-0.07348473600623892,-0.043345585699966674,-0.0063923185581985665,-0.04231556863073211,-0.032594251048689,0.05087205308436407,0.0
118,cue_centre,pos,posner1,14.0,centre,True,['left'],[0.26444709999486804],True,662.0,659.5564,sub-07,ses-01,an-at,0.0,-0.03063545326506025,-0.034164628260318956,-0.0063923185581985665,-0.04231556863073211,-0.032594251048689,0.05087205308436407,0.0
119,cue_left,pos,posner1,15.0,left,True,"['right', 'left']","[0.38423739979043603, 0.5762348999269307]",False,660.0,660.3916,sub-07,ses-01,an-at,0.0,-0.06345455643068545,-0.09637344934462168,-0.0063923185581985665,-0.04231556863073211,-0.032594251048689,0.05087205308436407,0.0
120,cue_centre,pos,posner1,16.0,centre,True,['left'],[0.3942971001379192],True,670.0,667.5164,sub-07,ses-01,an-at,0.0,-0.08749703543659842,-0.09998329718997363,-0.0063923185581985665,-0.04231556863073211,-0.032594251048689,0.05087205308436407,0.0
121,cue_centre,pos,posner1,17.0,centre,True,['right'],[0.30626909993588924],True,647.0,647.0972,sub-07,ses-01,an-at,0.0,-0.10026984378730912,-0.09643581151138288,-0.0063923185581985665,-0.04231556863073211,-0.032594251048689,0.05087205308436407,0.0
122,cue_centre,pos,posner1,18.0,centre,False,['right'],[0.37829670030623674],True,671.0,664.8098,sub-07,ses-01,an-at,0.0,-0.04977726387070443,-0.07220646227689496,-0.0063923185581985665,-0.04231556863073211,-0.032594251048689,0.05087205308436407,0.0
123,cue_right,pos,posner1,19.0,right,True,['right'],[0.4303164999000728],True,655.0,665.9111842105264,sub-07,ses-01,an-at,98.0,-0.1320657891180242,-0.161202829877858,-0.0063923185581985665,-0.04231556863073211,-0.032594251048689,0.05087205308436407,0.0392
124,cue_centre,pos,posner1,20.0,centre,True,['right'],[0.3601982998661697],True,656.5,653.216114141838,sub-07,ses-01,an-at,117.0,-0.026073068912249163,-0.023721148121395006,-0.0063923185581985665,-0.04231556863073211,-0.032594251048689,0.05087205308436407,0.0468
125,cue_right,pos,posner1,21.0,right,True,['right'],[0.33591359993442893],True,649.0,650.475,sub-07,ses-01,an-at,120.0,-0.07275411858450068,-0.05560756565732928,-0.0063923185581985665,-0.04231556863073211,-0.032594251048689,0.05087205308436407,0.048
126,cue_left,pos,posner1,22.0,left,False,['right'],[0.47822870034724474],True,651.0,639.0224,sub-07,ses-01,an-at,0.0,0.00012761558611266202,-0.032243920956455646,-0.0063923185581985665,-0.04231556863073211,-0.032594251048689,0.05087205308436407,0.0
127,cue_left,pos,posner1,23.0,left,True,['left'],[0.41378109995275736],True,666.0,658.433,sub-07,ses-01,an-at,0.0,-0.030119762330358447,-0.023818940872450924,-0.0063923185581985665,-0.04231556863073211,-0.032594251048689,0.05087205308436407,0.0
128,cue_centre,pos,posner1,24.0,centre,False,['right'],[0.4179630000144243],True,644.0,642.3934149430139,sub-07,ses-01,an-at,131.0,0.019129260369122568,0.004863784055045503,-0.0063923185581985665,-0.04231556863073211,-0.032594251048689,0.05087205308436407,0.0524
129,cue_right,pos,posner1,25.0,right,True,['right'],[0.32179229985922575],True,642.0,646.3336,sub-07,ses-01,an-at,0.0,-0.1705016688250728,-0.1093129981756312,-0.0063923185581985665,-0.04231556863073211,-0.032594251048689,0.05087205308436407,0.0
130,cue_right,pos,posner1,26.0,right,False,['left'],[0.33993220003321767],True,656.0,656.9051981252663,sub-07,ses-01,an-at,153.0,-0.13449344313450648,-0.11661077274191269,-0.0063923185581985665,-0.04231556863073211,-0.032594251048689,0.05087205308436407,0.0612
131,cue_right,pos,posner1,27.0,right,True,['right'],[0.24193190038204193],True,687.0,692.9498,sub-07,ses-01,an-at,0.0,-0.0030591494510269846,-0.025603363380711317,-0.0063923185581985665,-0.04231556863073211,-0.032594251048689,0.05087205308436407,0.0
132,cue_right,pos,posner1,28.0,right,True,['right'],[0.3398739001713693],True,662.0,659.7018,sub-07,ses-01,an-at,0.0,0.017146424515832974,-0.03570467109941639,-0.0063923185581985665,-0.04231556863073211,-0.032594251048689,0.05087205308436407,0.0
133,cue_left,pos,posner1,29.0,left,True,['left'],[0.315726799890399],True,659.0,659.565795023197,sub-07,ses-01,an-at,129.0,-0.0792130329548727,-0.09758326476973299,-0.0063923185581985665,-0.04231556863073211,-0.032594251048689,0.05087205308436407,0.0516
134,cue_centre,pos,posner1,30.0,centre,True,['right'],[0.319550100248307],True,672.0,666.5822,sub-07,ses-01,an-at,0.0,-0.0022146265729514206,-0.025101695922365677,-0.0063923185581985665,-0.04231556863073211,-0.032594251048689,0.05087205308436407,0.0
135,cue_right,pos,posner1,31.0,right,True,['right'],[0.399598800111562],True,673.5,676.7274841437633,sub-07,ses-01,an-at,135.0,-0.12465796113205992,-0.12370621714063121,-0.0063923185581985665,-0.04231556863073211,-0.032594251048689,0.05087205308436407,0.054
136,cue_left,pos,posner1,32.0,left,False,['right'],[0.3214329001493752],True,673.0,674.8292,sub-07,ses-01,an-at,0.0,-0.08429197295687413,-0.06533351459904235,-0.0063923185581985665,-0.04231556863073211,-0.032594251048689,0.05087205308436407,0.0
137,cue_left,pos,posner1,33.0,left,True,['left'],[0.35956830019131303],True,673.0,671.9534,sub-07,ses-01,an-at,0.0,-0.01666455889690633,-0.013359271950035011,-0.0063923185581985665,-0.04231556863073211,-0.032594251048689,0.05087205308436407,0.0
138,cue_left,pos,posner1,34.0,left,True,['left'],[0.3954233997501433],True,670.0,669.5404,sub-07,ses-01,an-at,0.0,0.02496675888459971,0.04049108317026954,-0.0063923185581985665,-0.04231556863073211,-0.032594251048689,0.05087205308436407,0.0
139,cue_left,pos,posner1,35.0,left,True,['left'],[0.4912827000953257],True,651.0,650.6342,sub-07,ses-01,an-at,0.0,-0.06348613527802888,-0.04062048094438973,-0.0063923185581985665,-0.04231556863073211,-0.032594251048689,0.05087205308436407,0.0
140,cue_left,pos,posner1,36.0,left,True,['left'],[0.5754122999496758],True,664.0,665.9262,sub-07,ses-01,an-at,0.0,0.009434078871488942,0.004162559366946914,-0.0063923185581985665,-0.04231556863073211,-0.032594251048689,0.05087205308436407,0.0
141,cue_right,pos,posner1,37.0,right,True,['right'],[0.24935739999637008],True,674.5,679.18,sub-07,ses-01,an-at,0.0,0.036134838159289556,0.05091600893605546,-0.0063923185581985665,-0.04231556863073211,-0.032594251048689,0.05087205308436407,0.0
142,cue_left,pos,posner1,38.0,left,True,['left'],[0.27130729984492064],True,663.0,663.0744,sub-07,ses-01,an-at,0.0,-0.059144484021689064,-0.037855364868443056,-0.0063923185581985665,-0.04231556863073211,-0.032594251048689,0.05087205308436407,0.0
143,cue_centre,pos,posner1,39.0,centre,True,['right'],[0.3033222001977265],True,670.0,669.4898924731183,sub-07,ses-01,an-at,175.0,-0.12455758071959243,-0.14219750893964478,-0.0063923185581985665,-0.04231556863073211,-0.032594251048689,0.05087205308436407,0.07
144,cue_left,pos,posner1,40.0,left,True,['left'],[0.28706840006634593],True,657.0,646.11,sub-07,ses-01,an-at,0.0,-0.024785730064284986,-0.013381043273763766,-0.0063923185581985665,-0.04231556863073211,-0.032594251048689,0.05087205308436407,0.0
145,cue_left,pos,posner1,41.0,left,True,['left'],[0.4989350996911526],True,659.0,659.8585498742666,sub-07,ses-01,an-at,114.0,-0.023743341962125783,-0.040941229469378476,-0.0063923185581985665,-0.04231556863073211,-0.032594251048689,0.05087205308436407,0.0456
146,cue_right,pos,posner1,42.0,right,False,['left'],[0.3469825000502169],True,669.5,681.7842,sub-07,ses-01,an-at,0.0,0.09482144165061519,0.09567630337114112,-0.0063923185581985665,-0.04231556863073211,-0.032594251048689,0.05087205308436407,0.0
147,cue_right,pos,posner1,43.0,right,False,['left'],[0.5030378000810742],True,662.0,663.7122,sub-07,ses-01,an-at,0.0,-0.13701705134365147,-0.1281238938514654,-0.0063923185581985665,-0.04231556863073211,-0.032594251048689,0.05087205308436407,0.0
148,cue_centre,pos,posner1,44.0,centre,True,['right'],[0.2666263999417424],True,662.0,661.5758,sub-07,ses-01,an-at,0.0,-0.20464797750692276,-0.1793965484966938,-0.0063923185581985665,-0.04231556863073211,-0.032594251048689,0.05087205308436407,0.0
149,cue_right,pos,posner1,45.0,right,False,['left'],[0.2529871999286115],True,658.5,661.432,sub-07,ses-01,an-at,0.0,0.026464695380570828,0.024578210162205027,-0.0063923185581985665,-0.04231556863073211,-0.032594251048689,0.05087205308436407,0.0
150,cue_right,pos,posner1,46.0,right,True,['right'],[0.26493810024112463],True,667.5,662.2126,sub-07,ses-01,an-at,0.0,0.07096236035597742,0.05034784042341211,-0.0063923185581985665,-0.04231556863073211,-0.032594251048689,0.05087205308436407,0.0
151,cue_centre,pos,posner1,47.0,centre,True,['left'],[0.27691669994965196],True,677.0,677.7886,sub-07,ses-01,an-at,0.0,-0.07205185277912365,-0.06685314054673219,-0.0063923185581985665,-0.04231556863073211,-0.032594251048689,0.05087205308436407,0.0
152,cue_centre,pos,posner1,48.0,centre,False,['left'],[0.34885150007903576],True,665.0,663.2024,sub-07,ses-01,an-at,0.0,-0.10044908647698789,-0.09707405119295615,-0.0063923185581985665,-0.04231556863073211,-0.032594251048689,0.05087205308436407,0.0
