,section,task_section,task,trial_id,cue_dir,valid_cue,key_resp.keys,key_resp.rt,correct_response,median_left_eye_x,mean_left_eye_x,participant_number,session_number,session_type,no_bad_eye_indicies,median_aai,mean_aai,eyes_open_baseline,eyes_closed_baseline,posner_baseline,posner_threshold,percentage_bad_eye
0,baseline_eo-0,,baseline0,,,,,,,,,sub-00,ses-01,an-at,,-0.025364857885760494,-0.02144831272558733,,,,,
1,baseline_ec-0,,baseline0,,,,,,,,,sub-00,ses-01,an-at,,-0.11815972322573241,-0.1182357027375482,,,,,
2,baseline_eo-0,,baseline1,,,,,,,,,sub-00,ses-01,an-at,,-0.029136735970457333,-0.019690301176122964,,,,,
3,baseline_ec-0,,baseline1,,,,,,,,,sub-00,ses-01,an-at,,-0.15232058153423125,-0.15113909637138528,,,,,
4,cue_left,pos,posner0,0.0,left,True,['left'],[0.3404449999798089],True,621.0,620.4332,sub-00,ses-01,an-at,0.0,0.059458376134459326,-0.026283127076215537,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
5,cue_left,pos,posner0,1.0,left,True,['left'],[0.3464029000606388],True,631.0,631.487,sub-00,ses-01,an-at,0.0,-0.07396259877904604,-0.051756680709516716,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
6,cue_centre,pos,posner0,2.0,centre,True,['right'],[0.3002936001867056],True,645.0,648.067,sub-00,ses-01,an-at,0.0,0.0024052010434764126,0.01518332226766824,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
7,cue_centre,pos,posner0,3.0,centre,True,['right'],[0.332153000170365],True,654.0,653.2738,sub-00,ses-01,an-at,0.0,-0.03629299361724117,-0.040173722326866244,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
8,cue_centre,pos,posner0,4.0,centre,True,['right'],[0.31821119994856417],True,649.0,648.7546,sub-00,ses-01,an-at,0.0,-0.1519580819878591,-0.16897272025030707,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
9,cue_left,pos,posner0,5.0,left,True,['left'],[0.32405810011550784],True,644.0,637.5792,sub-00,ses-01,an-at,0.0,0.015333834742746098,0.02274135966066864,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
10,cue_left,pos,posner0,6.0,left,True,['left'],[0.3820030000060797],True,645.5,645.497,sub-00,ses-01,an-at,0.0,-0.09775376059954571,-0.09367129960227967,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
11,cue_centre,pos,posner0,7.0,centre,True,['right'],[0.25601890007965267],True,647.0,646.9344,sub-00,ses-01,an-at,0.0,0.08058467577922415,0.03414375231388897,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
12,cue_right,pos,posner0,8.0,right,True,['right'],[0.2840948000084609],True,647.0,646.7376,sub-00,ses-01,an-at,0.0,0.07924508858282307,0.09622428081694419,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
13,cue_left,pos,posner0,9.0,left,False,['right'],[0.34583569993264973],True,648.5,648.6038,sub-00,ses-01,an-at,0.0,0.13210828940030156,0.08261242555712606,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
14,cue_right,pos,posner0,10.0,right,False,['left'],[0.327965599950403],True,656.0,655.3336,sub-00,ses-01,an-at,0.0,0.021884006108309033,0.009592396144127277,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
15,cue_left,pos,posner0,11.0,left,False,['right'],[0.2838204998988658],True,650.0,649.1754,sub-00,ses-01,an-at,0.0,0.0986079661932754,0.0922923064656194,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
16,cue_left,pos,posner0,12.0,left,False,['right'],[0.3331264997832477],True,655.0,655.3328,sub-00,ses-01,an-at,0.0,0.03719588052127093,0.03576014660791196,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
17,cue_left,pos,posner0,13.0,left,True,['left'],[0.28973380010575056],True,655.0,655.3992,sub-00,ses-01,an-at,0.0,0.03909566873555593,-0.001150487089090393,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
18,cue_centre,pos,posner0,14.0,centre,True,['left'],[0.28953559999354184],True,660.0,659.44,sub-00,ses-01,an-at,0.0,-0.10535748067787526,-0.0730115996786576,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
19,cue_right,pos,posner0,15.0,right,True,['right'],[0.30563919991254807],True,655.0,655.2814,sub-00,ses-01,an-at,0.0,-3.868159110367178e-05,-0.005033689816271233,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
20,cue_left,pos,posner0,16.0,left,True,['left'],[0.31963899987749755],True,658.0,657.8324,sub-00,ses-01,an-at,0.0,-0.2356380567043419,-0.1534634453621846,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
21,cue_centre,pos,posner0,17.0,centre,True,['right'],[0.33966589998453856],True,653.25,653.4544,sub-00,ses-01,an-at,0.0,0.03236321670553965,-0.010398002412624362,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
22,cue_right,pos,posner0,18.0,right,True,['right'],[0.314797000028193],True,657.0,656.576,sub-00,ses-01,an-at,0.0,0.28527272703908724,0.2452886383892076,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
23,cue_centre,pos,posner0,19.0,centre,True,['left'],[0.3374931998550892],True,653.0,653.664406779661,sub-00,ses-01,an-at,140.0,-0.08973184285691138,-0.056604318933863244,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.056
24,cue_centre,pos,posner0,20.0,centre,True,['right'],[0.3155211000703275],True,652.0,653.354,sub-00,ses-01,an-at,0.0,-0.05901172537143974,-0.05190228071581827,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
25,cue_centre,pos,posner0,21.0,centre,True,"['right', 'right']","[0.3174162998329848, 0.5573163998778909]",False,654.0,654.6128,sub-00,ses-01,an-at,0.0,-6.717507814478801e-05,0.006977862370779093,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
26,cue_centre,pos,posner0,22.0,centre,True,['right'],[0.29927229997701943],True,657.0,657.0212,sub-00,ses-01,an-at,0.0,0.0701199048806663,0.08963037501014454,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
27,cue_right,pos,posner0,23.0,right,True,['right'],[0.3092246998567134],True,659.0,658.9264,sub-00,ses-01,an-at,0.0,0.09890921376894152,0.0252230836310304,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
28,cue_right,pos,posner0,24.0,right,True,['right'],[0.40704890014603734],True,655.0,656.1932,sub-00,ses-01,an-at,0.0,-0.13550737173903454,-0.0510055906683673,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
29,cue_left,pos,posner0,25.0,left,True,['left'],[0.3262983001768589],True,640.0,639.5224,sub-00,ses-01,an-at,0.0,-0.05171043191161554,-0.018458339399437237,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
30,cue_right,pos,posner0,26.0,right,True,['right'],[0.31296350015327334],True,657.0,657.4076,sub-00,ses-01,an-at,0.0,0.028814764113156404,-0.02073705901046566,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
31,cue_centre,pos,posner0,27.0,centre,False,['left'],[0.2810052998829633],True,648.0,647.6764,sub-00,ses-01,an-at,0.0,0.09745549982630526,0.06679848694713285,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
32,cue_left,pos,posner0,28.0,left,True,['left'],[0.3345090998336673],True,650.0,648.1330114135206,sub-00,ses-01,an-at,222.0,0.11642503461752807,0.12539866527142052,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0888
33,cue_right,pos,posner0,29.0,right,True,['right'],[0.33724080002866685],True,663.5,664.086,sub-00,ses-01,an-at,0.0,0.04766615889442622,0.024491244933197744,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
34,cue_left,pos,posner0,30.0,left,True,['left'],[0.31486749998293817],True,656.0,654.0224,sub-00,ses-01,an-at,0.0,0.021739749463734893,0.003354692629388171,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
35,cue_right,pos,posner0,31.0,right,True,['right'],[0.3086504000239074],True,655.5,650.461,sub-00,ses-01,an-at,0.0,0.11356585140234185,0.11967014272712631,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
36,cue_left,pos,posner0,32.0,left,True,['left'],[0.3147433998528868],True,663.0,663.4676,sub-00,ses-01,an-at,0.0,0.11719413693697309,0.09653489322936339,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
37,cue_right,pos,posner0,33.0,right,False,['left'],[0.32082040002569556],True,663.0,662.9506,sub-00,ses-01,an-at,0.0,-0.04468427242108641,-0.08342415799843575,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
38,cue_right,pos,posner0,34.0,right,False,['left'],[0.34053810010664165],True,666.0,665.5792,sub-00,ses-01,an-at,0.0,-0.07541575673916975,-0.10453904130515584,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
39,cue_right,pos,posner0,35.0,right,False,['left'],[0.3046371000818908],True,661.0,660.9586,sub-00,ses-01,an-at,0.0,-0.166913786466384,-0.10121851313652913,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
40,cue_centre,pos,posner0,36.0,centre,True,['right'],[0.34063770016655326],True,659.0,659.9556,sub-00,ses-01,an-at,0.0,0.1245042696544315,0.10950288457571937,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
41,cue_centre,pos,posner0,37.0,centre,True,['right'],[0.2946442000102252],True,660.0,660.7282,sub-00,ses-01,an-at,0.0,0.13837645703017065,0.15159544928701393,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
42,cue_right,pos,posner0,38.0,right,False,['left'],[0.3526747999712825],True,659.0,657.877408056042,sub-00,ses-01,an-at,216.0,-0.0510997894866296,-0.003171733985063334,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0864
43,cue_centre,pos,posner0,39.0,centre,True,['right'],[0.31850939989089966],True,657.0,656.4432,sub-00,ses-01,an-at,0.0,0.17811299332502073,0.1129996668126344,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
44,cue_right,pos,posner0,40.0,right,True,['right'],[0.36235349997878075],True,659.0,658.5252,sub-00,ses-01,an-at,0.0,0.036105876681131965,0.05890511013780771,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
45,cue_centre,pos,posner0,41.0,centre,False,['left'],[0.35243839980103076],True,658.0,657.7706,sub-00,ses-01,an-at,0.0,0.12708005258260663,0.04690756681865138,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
46,cue_left,pos,posner0,42.0,left,True,['left'],[0.3481731000356376],True,659.5,659.6204,sub-00,ses-01,an-at,0.0,-0.0017480115344397013,-0.009905491771260598,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
47,cue_right,pos,posner0,43.0,right,False,['left'],[0.3221241000574082],True,660.0,660.099,sub-00,ses-01,an-at,0.0,0.005226468624022087,0.05345286876428628,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
48,cue_left,pos,posner0,44.0,left,True,['left'],[0.4225886999629438],True,655.0,656.152,sub-00,ses-01,an-at,0.0,-0.1447987612226178,-0.1628570055840104,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
49,cue_right,pos,posner0,45.0,right,True,['right'],[0.33043269999325275],True,656.0,656.5378,sub-00,ses-01,an-at,0.0,-0.12147511789139766,-0.11331684855478698,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
50,cue_right,pos,posner0,46.0,right,True,['right'],[0.3304421999491751],True,661.0,660.1,sub-00,ses-01,an-at,0.0,0.0015587631801119738,-0.036514423447885705,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
51,cue_left,pos,posner0,47.0,left,True,['left'],[0.3962620000820607],True,659.0,658.712,sub-00,ses-01,an-at,0.0,0.04142840096854633,0.07945547401895399,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
52,cue_centre,pos,posner0,48.0,centre,False,['left'],[0.3701484000775963],True,662.0,663.184,sub-00,ses-01,an-at,0.0,0.04225776255408232,0.014365989698862335,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
53,cue_left,pos,posner0,49.0,left,False,['right'],[0.3298422999214381],True,664.0,664.0492,sub-00,ses-01,an-at,0.0,-0.20839886267357755,-0.147856318735852,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
54,cue_right,pos,posner0,50.0,right,True,['right'],[0.3481385998893529],True,651.0,650.421,sub-00,ses-01,an-at,0.0,-0.01620293258475433,-0.03999523938022692,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
55,cue_right,pos,posner0,51.0,right,True,['right'],[0.31801049993373454],True,652.0,654.0356,sub-00,ses-01,an-at,0.0,0.007582755500299734,-0.03735551460373084,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
56,cue_centre,pos,posner0,52.0,centre,True,['right'],[0.3178713000379503],True,663.0,663.003,sub-00,ses-01,an-at,0.0,-0.005610388273247313,0.012914085598640827,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
57,cue_left,pos,posner0,53.0,left,True,['left'],[0.3778019000310451],True,659.0,658.6408,sub-00,ses-01,an-at,0.0,0.05746586352815446,-0.023024745983617083,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
58,cue_centre,pos,posner0,54.0,centre,True,['left'],[0.3216331999283284],True,660.0,660.8074,sub-00,ses-01,an-at,0.0,0.02017675352104939,0.042051609694035964,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
59,cue_centre,pos,posner0,55.0,centre,True,['left'],[0.34743470000103116],True,661.5,662.098,sub-00,ses-01,an-at,0.0,-0.029351274142124874,-0.020109891188243256,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
60,cue_centre,pos,posner0,56.0,centre,False,['left'],[0.36162809981033206],True,661.5,661.6917562724014,sub-00,ses-01,an-at,268.0,-0.1271185530184908,-0.08172847936058557,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.1072
61,cue_centre,pos,posner0,57.0,centre,False,['left'],[0.40764880017377436],True,661.5,662.7309219232466,sub-00,ses-01,an-at,233.0,-0.01832041928754067,-0.05424691271426356,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0932
62,cue_centre,pos,posner0,58.0,centre,True,['right'],[0.351445599924773],True,659.0,659.9469633943428,sub-00,ses-01,an-at,96.0,-0.05860545229222165,-0.0035987624124375517,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0384
63,cue_left,pos,posner0,59.0,left,True,['left'],[0.3115268999245018],True,660.0,659.6924,sub-00,ses-01,an-at,0.0,-0.15958244721117687,-0.17853805151545718,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
64,cue_left,pos,posner0,60.0,left,True,['left'],[0.3034415999427438],True,655.0,653.6904,sub-00,ses-01,an-at,0.0,-0.08418799463731755,-0.06320389652361663,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
65,cue_left,pos,posner0,61.0,left,True,['left'],[0.31737589999102056],True,662.0,663.0068,sub-00,ses-01,an-at,0.0,-0.030504003442492253,-0.01927323084651234,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
66,cue_right,pos,posner0,62.0,right,False,['left'],[0.3110424999613315],True,661.5,662.3386,sub-00,ses-01,an-at,0.0,-0.07258575281340181,-0.08491471263789237,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
67,cue_left,pos,posner0,63.0,left,True,['left'],[0.415405300213024],True,658.5,657.2006,sub-00,ses-01,an-at,0.0,0.05481413362386975,0.011374826667242183,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
68,cue_centre,pos,posner0,64.0,centre,True,['right'],[0.34140309994108975],True,664.0,663.5784,sub-00,ses-01,an-at,0.0,-0.03164051259588799,0.021575733409161024,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
69,cue_right,pos,posner0,65.0,right,True,['right'],[0.3592723999172449],True,665.0,666.4056,sub-00,ses-01,an-at,0.0,0.09463375267832085,0.04730348035711706,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
70,cue_right,pos,posner0,66.0,right,True,['right'],[0.3809533000458032],True,666.0,666.4848,sub-00,ses-01,an-at,0.0,0.12022086243701044,0.06541045962512096,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
71,cue_centre,pos,posner0,67.0,centre,True,['left'],[0.35517910006456077],True,663.0,662.5526,sub-00,ses-01,an-at,0.0,0.0798638709078846,0.07568560106981767,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
72,cue_right,pos,posner0,68.0,right,False,['left'],[0.31109950016252697],True,662.0,661.9936,sub-00,ses-01,an-at,0.0,0.13528699426877702,0.10167528920493829,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
73,cue_left,pos,posner0,69.0,left,True,['left'],[0.3249827001709491],True,661.0,662.0988,sub-00,ses-01,an-at,0.0,-0.05742811737406103,-0.13245578883090667,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
74,cue_centre,pos,posner0,70.0,centre,True,['left'],[0.34498070017434657],True,667.0,667.0144,sub-00,ses-01,an-at,0.0,-0.021612134454879202,-0.004656244179071109,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
75,cue_right,pos,posner0,71.0,right,True,['right'],[0.32899559987708926],True,657.0,656.6122,sub-00,ses-01,an-at,0.0,0.0389467946732035,-0.01678768123315366,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
76,cue_right,pos,posner0,72.0,right,True,['right'],[0.36693000001832843],True,659.0,659.4904,sub-00,ses-01,an-at,0.0,0.08561729527743434,0.13208688820676506,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
77,cue_centre,pos,posner0,73.0,centre,False,['left'],[0.373052200069651],True,664.0,663.7954,sub-00,ses-01,an-at,0.0,-0.19121218671180729,-0.1936486603446501,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
78,cue_left,pos,posner0,74.0,left,True,['left'],[0.4048321999143809],True,665.0,663.9988,sub-00,ses-01,an-at,0.0,0.14454045371894853,0.18629456419816706,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
79,cue_right,pos,posner0,75.0,right,True,['right'],[0.3426368997897953],True,630.0,631.1644,sub-00,ses-01,an-at,0.0,-0.0668820020116391,-0.13559975882261527,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
80,cue_right,pos,posner0,76.0,right,True,['right'],[0.3307153999339789],True,634.0,634.3562,sub-00,ses-01,an-at,0.0,0.06623442643297295,0.04395266151801237,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
81,cue_centre,pos,posner0,77.0,centre,False,['right'],[0.34674419998191297],True,635.0,635.0308,sub-00,ses-01,an-at,0.0,-0.2429746688949118,-0.24933015259789898,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
82,cue_centre,pos,posner0,78.0,centre,True,['right'],[0.31871060002595186],True,644.0,642.8452,sub-00,ses-01,an-at,0.0,0.026434530064545977,-0.017227276293378595,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
83,cue_centre,pos,posner0,79.0,centre,True,['right'],[0.3405134999193251],True,642.5,641.9344969199178,sub-00,ses-01,an-at,65.0,0.0623450281264774,0.079925438424198,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.026
84,cue_left,pos,posner0,80.0,left,False,['right'],[0.34858320001512766],True,646.0,646.0782,sub-00,ses-01,an-at,0.0,0.16236259114968266,0.14594540192853314,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
85,cue_right,pos,posner0,81.0,right,False,['left'],[0.3765875999815762],True,648.0,648.3494,sub-00,ses-01,an-at,0.0,-0.032988930546232115,-0.05088519015626486,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
86,cue_left,pos,posner0,82.0,left,False,['right'],[0.32437060005031526],True,642.0,641.4271047227926,sub-00,ses-01,an-at,65.0,0.0928642235476681,0.0785920272299612,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.026
87,cue_centre,pos,posner0,83.0,centre,True,['right'],[0.31423099990934134],True,646.0,646.1072,sub-00,ses-01,an-at,0.0,-0.019468309329964312,-0.013206295156219289,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
88,cue_centre,pos,posner0,84.0,centre,False,['right'],[0.3024246001150459],True,646.0,645.8078,sub-00,ses-01,an-at,0.0,-0.02152172360164016,-0.05335569351309498,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
89,cue_left,pos,posner0,85.0,left,False,['right'],[0.336167800007388],True,646.0,647.9904,sub-00,ses-01,an-at,0.0,0.010907666681907575,-0.010386804015679253,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
90,cue_centre,pos,posner0,86.0,centre,False,['right'],[0.31230310001410544],True,646.0,645.2078,sub-00,ses-01,an-at,0.0,-0.11248674844725598,-0.10890101407958484,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
91,cue_centre,pos,posner0,87.0,centre,False,['right'],[0.32811390003189445],True,651.5,651.5076,sub-00,ses-01,an-at,0.0,-0.13427028287486847,-0.10202300645097981,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
92,cue_left,pos,posner0,88.0,left,True,['left'],[0.30415320000611246],True,645.0,645.0262,sub-00,ses-01,an-at,0.0,-0.09099129843467661,-0.16303653347051228,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
93,cue_right,pos,posner0,89.0,right,True,['right'],[0.29810000001452863],True,655.0,654.0556,sub-00,ses-01,an-at,0.0,0.06007486043526823,0.037945251030231865,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
94,cue_centre,pos,posner0,90.0,centre,False,['right'],[0.33013819996267557],True,652.0,652.5044,sub-00,ses-01,an-at,0.0,-0.05512094557843812,-0.11335365992418986,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
95,cue_left,pos,posner0,91.0,left,True,['left'],[0.31787659996189177],True,655.0,654.4884,sub-00,ses-01,an-at,0.0,0.08320713083968014,0.12543239931776626,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
96,cue_right,pos,posner0,92.0,right,True,['right'],[0.3079476000275463],True,649.5,649.972,sub-00,ses-01,an-at,0.0,-0.09909729492106795,-0.1432575708195694,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
97,cue_centre,pos,posner0,93.0,centre,True,['left'],[0.31179290008731186],True,651.0,651.4054,sub-00,ses-01,an-at,0.0,0.11652641466542227,0.11943589310252273,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
98,cue_left,pos,posner0,94.0,left,False,['right'],[0.29984230012632906],True,654.0,653.9254,sub-00,ses-01,an-at,0.0,-0.13767808134007736,-0.0892594092710436,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
99,cue_centre,pos,posner0,95.0,centre,False,['left'],[0.3337874000426382],True,651.0,651.1892,sub-00,ses-01,an-at,0.0,-0.022122825009073012,0.0059068145382235445,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
100,cue_centre,pos,posner0,96.0,centre,False,['left'],[0.3298561000265181],True,653.0,652.262,sub-00,ses-01,an-at,0.0,-0.05660337789890056,-0.08952146548439611,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
101,cue_centre,pos,posner0,97.0,centre,False,['left'],[0.3616162999533117],True,649.0,650.8446,sub-00,ses-01,an-at,0.0,-0.10693766803231206,-0.08934892761161765,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
102,cue_centre,pos,posner0,98.0,centre,True,['left'],[0.30964470002800226],True,657.0,657.3688,sub-00,ses-01,an-at,0.0,-0.25435121863504867,-0.23908295445594355,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
103,cue_centre,pos,posner0,99.0,centre,True,['left'],[0.31383990007452667],True,658.0,658.987,sub-00,ses-01,an-at,0.0,-0.05684472863520747,-0.051150069330907155,-0.025364857885760494,-0.11815972322573241,-0.013183726367449577,0.08467945757592392,0.0
104,cue_left,pos,posner1,0.0,left,True,['left'],[0.3210328998975456],True,590.0,593.8012,sub-00,ses-01,an-at,0.0,0.054357574087515306,0.06544929018271044,-0.025364857885760494,-0.11815972322573241,-0.023598346126548382,0.07905775507872256,0.0
105,cue_right,pos,posner1,1.0,right,False,['left'],[0.2629100999329239],True,601.0,601.1562,sub-00,ses-01,an-at,0.0,-0.08477428363277305,-0.10848116882282807,-0.025364857885760494,-0.11815972322573241,-0.023598346126548382,0.07905775507872256,0.0
106,cue_right,pos,posner1,2.0,right,True,['right'],[0.26889949990436435],True,617.0,615.6346,sub-00,ses-01,an-at,0.0,-0.0861942660378607,-0.0591199869713178,-0.025364857885760494,-0.11815972322573241,-0.023598346126548382,0.07905775507872256,0.0
107,cue_left,pos,posner1,3.0,left,True,['left'],[0.27477049990557134],True,624.5,623.5152,sub-00,ses-01,an-at,0.0,-0.02842317008561222,-0.03768424468023101,-0.025364857885760494,-0.11815972322573241,-0.023598346126548382,0.07905775507872256,0.0
108,cue_left,pos,posner1,4.0,left,True,['left'],[0.30270520015619695],True,625.0,623.9174,sub-00,ses-01,an-at,0.0,-0.10565447176788313,-0.1022839755957151,-0.025364857885760494,-0.11815972322573241,-0.023598346126548382,0.07905775507872256,0.0
109,cue_centre,pos,posner1,5.0,centre,False,['right'],[0.24866639985702932],True,636.0,635.2356,sub-00,ses-01,an-at,0.0,-0.19976768724724853,-0.20542476593874895,-0.025364857885760494,-0.11815972322573241,-0.023598346126548382,0.07905775507872256,0.0
